21.966,100.0,115.0
23.976,100.0,115.0
34.196,115.0,130.0
36.401,115.0,145.0
47.638,130.0,160.0
49.645,130.0,175.0
61.272,145.0,150.0
63.266,100.0,165.0
63.677,145.0,165.0
75.713,160.0,180.0
78.121,160.0,195.0
90.459,175.0,210.0
92.562,175.0,185.0
