19.094,100.0,60.0
20.562,100.0,60.0
20.562,100.0,60.0
32.993,115.0,90.0
33.194,115.0,90.0
46.236,130.0,120.0
48.039,130.0,150.0
60.27,145.0,150.0
61.272,145.0,165.0
74.909,160.0,180.0
75.309,160.0,180.0
89.958,175.0,210.0
90.959,175.0,225.0
