109,1201,TIME,idleUponExecution,21.507,8.813
109,1202,TIME,idleUponExecution,24.412,8.85
109,1203,TIME,idleUponExecution,27.588,8.943000000000001
109,1201,DISTANCE,Task,29.127,39.00307254504844
109,COLLECTED_ORE,29.429,8.0
109,2201,TIME,idleUponExecution,30.403,8.727
109,1202,DISTANCE,Task,32.524,41.36855245506404
109,COLLECTED_ORE,32.698,8.0
109,1203,DISTANCE,Task,33.193,26.823131897864616
109,COLLECTED_ORE,33.4,8.0
109,2202,TIME,idleUponExecution,33.59,9.022000000000002
109,3201,TIME,idleUponExecution,36.606,8.940000000000001
109,1301,TIME,auctionToTask,38.225,0.554000000000002
109,2201,DISTANCE,Task,38.508,39.704099598505884
109,1302,TIME,auctionToTask,38.524,0.5530000000000044
109,COLLECTED_ORE,38.712,8.0
109,2301,TIME,auctionToTask,38.724,0.45299999999999585
109,2302,TIME,auctionToTask,39.024,0.4519999999999982
109,3301,TIME,auctionToTask,39.176,0.30100000000000193
109,4201,TIME,idleUponExecution,39.39,8.825
109,1301,TIME,auctionToTask,39.736,0.5109999999999957
109,1302,TIME,auctionToTask,40.031,0.5069999999999979
109,4301,TIME,auctionToTask,40.031,0.5579999999999998
109,3302,TIME,auctionToTask,40.181,1.0079999999999956
109,2301,TIME,auctionToTask,40.181,0.4510000000000005
109,4302,TIME,auctionToTask,40.225,0.4519999999999982
109,2302,TIME,auctionToTask,40.477,0.45299999999999585
109,1201,TIME,idleUponExecution,41.145,2.490000000000002
109,1202,TIME,idleUponExecution,41.44,2.597999999999999
109,4301,TIME,auctionToTask,41.489,0.4579999999999984
109,2202,DISTANCE,Task,41.676,39.525671956432646
109,4302,TIME,auctionToTask,41.734,0.5080000000000027
109,2201,TIME,idleUponExecution,41.768,2.511000000000003
109,COLLECTED_ORE,41.921,8.0
109,1302,TIME,auctionToTask,42.198,1.1670000000000016
109,1301,TIME,auctionToTask,42.198,1.4609999999999985
109,4202,TIME,idleUponExecution,42.394,8.911999999999999
109,2202,TIME,idleUponExecution,43.606,1.8299999999999983
109,2302,TIME,auctionToTask,44.491,3.014000000000003
109,2301,TIME,auctionToTask,44.495,3.314
109,3201,DISTANCE,Task,44.828,41.53265783646164
109,COLLECTED_ORE,44.93,8.0
109,1202,TIME,congestion,45.45,3.007000000000005
109,1201,TIME,congestion,46.424,4.503
109,3201,TIME,idleUponExecution,46.612,1.6820000000000022
109,4201,DISTANCE,Task,47.723,39.37287037961174
109,COLLECTED_ORE,47.949,8.0
109,4201,TIME,idleUponExecution,49.416,1.5919999999999987
109,3301,TIME,auctionToTask,49.756,0.5619999999999976
109,4202,DISTANCE,Task,50.371,39.43499213741481
109,COLLECTED_ORE,50.461,8.0
109,9401,TIME,idleUponExecution,51.415,8.479
109,4202,TIME,idleUponExecution,52.403,1.9309999999999974
109,4301,TIME,auctionToTask,53.244,1.7269999999999968
109,4302,TIME,auctionToTask,53.244,1.472999999999999
109,2201,DISTANCE,Task,55.661,74.12555345888714
109,301,ORESTATE,55.755,133.0
109,2202,DISTANCE,Task,56.939,72.09986203690858
109,302,ORESTATE,57.262,133.0
109,1202,DISTANCE,Task,58.475,74.49735649979286
109,302,ORESTATE,58.701,141.0
109,1202,TIME,idleUponExecution,58.879,0.3019999999999996
109,2201,TIME,idleUponExecution,59.163,3.401999999999994
109,9401,DISTANCE,Task,59.35,162.6016010143527
109,301,ORESTATE,59.504,83.0
109,9401,TIME,idleUponExecution,59.571,0.11999999999999744
109,3201,DISTANCE,Task,60.35,71.74436951728912
109,301,ORESTATE,60.502,91.0
109,1201,DISTANCE,Task,60.942,79.00448774353254
109,301,ORESTATE,61.026,99.0
109,2202,TIME,idleUponExecution,61.042,4.0020000000000024
109,1201,TIME,idleUponExecution,61.055,0.012999999999998124
109,1202,TIME,congestion,61.668,1.0080000000000027
109,9401,TIME,congestion,62.2,1.5010000000000048
109,4201,DISTANCE,Task,63.204,72.59719830015699
109,2201,TIME,congestion,63.476,3.5020000000000024
109,301,ORESTATE,63.51,107.0
109,1201,TIME,congestion,63.749,1.5020000000000024
109,3201,TIME,idleUponExecution,64.053,3.6029999999999944
109,4201,TIME,idleUponExecution,66.844,3.5389999999999944
109,4202,DISTANCE,Task,68.648,85.76266070615141
109,302,ORESTATE,68.832,149.0
109,4202,TIME,idleUponExecution,69.843,1.0949999999999989
109,1302,TIME,auctionToTask,71.232,8.033000000000001
109,1301,TIME,auctionToTask,71.248,8.049000000000007
109,1202,DISTANCE,Task,73.682,65.74277512086509
109,COLLECTED_ORE,73.821,8.0
109,1202,TIME,idleUponExecution,75.016,1.2340000000000089
109,2201,DISTANCE,Task,75.492,66.87548721107996
109,COLLECTED_ORE,75.518,8.0
109,2201,TIME,idleUponExecution,75.601,0.007999999999995566
109,1201,DISTANCE,Task,76.761,73.10795903634775
109,1201,TIME,idleUponExecution,76.895,0.02599999999999625
109,2202,DISTANCE,Task,76.944,83.77034035397025
109,COLLECTED_ORE,77.033,8.0
109,COLLECTED_ORE,77.033,8.0
109,2202,TIME,idleUponExecution,77.179,0.13400000000000034
109,3201,DISTANCE,Task,77.849,76.10590502402307
109,COLLECTED_ORE,78.036,8.0
109,2302,TIME,auctionToTask,78.129,3.5970000000000084
109,2201,TIME,congestion,78.402,2.010000000000005
109,4201,DISTANCE,Task,78.613,64.49849898982781
109,COLLECTED_ORE,78.838,8.0
109,1201,TIME,congestion,79.682,2.0019999999999953
109,2202,TIME,congestion,79.951,2.0009999999999906
109,1301,TIME,auctionToTask,80.268,8.019999999999996
109,2301,TIME,auctionToTask,81.596,8.051000000000002
109,3201,TIME,idleUponExecution,81.926,3.977000000000004
109,4201,TIME,idleUponExecution,82.979,4.263999999999996
109,4202,DISTANCE,Task,83.061,64.59972329724694
109,COLLECTED_ORE,83.337,8.0
109,9401,DISTANCE,Task,83.724,570.6702813094437
109,9401,TIME,idleUponExecution,83.863,0.03900000000000148
109,4202,TIME,idleUponExecution,86.002,2.840999999999994
109,4302,TIME,auctionToTask,86.555,3.298000000000002
109,4301,TIME,auctionToTask,86.591,4.250999999999991
109,3302,TIME,auctionToTask,86.884,0.5750000000000028
109,9401,TIME,congestion,86.963,2.0009999999999906
109,1301,TIME,auctionToTask,89.284,8.013000000000005
109,2201,DISTANCE,Task,89.935,64.856586605492
109,301,ORESTATE,90.079,115.0
109,1302,TIME,auctionToTask,90.243,8.009999999999991
109,1202,DISTANCE,Task,90.775,80.3507508058227
109,302,ORESTATE,90.886,157.0
109,1202,TIME,idleUponExecution,91.147,0.27200000000000557
109,1201,DISTANCE,Task,91.2,66.96571932981792
109,301,ORESTATE,91.342,123.0
109,2201,TIME,idleUponExecution,91.476,1.438999999999993
109,2202,DISTANCE,Task,91.976,66.92991964675646
109,302,ORESTATE,92.096,165.0
109,1201,TIME,idleUponExecution,92.848,1.5429999999999922
109,2202,TIME,idleUponExecution,93.316,1.240000000000009
109,2202,TIME,congestion,95.242,1.0010000000000048
109,1202,TIME,congestion,95.383,3.5049999999999955
109,4201,DISTANCE,Task,95.676,70.23614756990554
109,301,ORESTATE,95.914,131.0
109,4202,DISTANCE,Task,97.823,65.74268606979562
109,302,ORESTATE,97.829,173.0
109,4201,TIME,idleUponExecution,99.158,3.382000000000005
109,4202,TIME,idleUponExecution,102.118,4.193999999999988
