1,1201,TIME,idleUponExecution,21.062,21.062
1,1202,TIME,idleUponExecution,23.981,23.981
1,1203,TIME,idleUponExecution,26.976,26.976
1,1201,DISTANCE,Task,29.2,39.55100225562098
1,2201,TIME,idleUponExecution,29.953,29.953
1,2202,TIME,idleUponExecution,33.164,33.163
1,3201,TIME,idleUponExecution,36.164,36.164
1,1203,DISTANCE,Task,37.081,54.68045314148397
1,1202,DISTANCE,Task,37.085,69.88268365810441
1,1301,TIME,auctionToTask,37.708,0.45599999999999596
1,1302,TIME,auctionToTask,37.994,0.45300000000000296
1,2201,DISTANCE,Task,38.064,39.10982687963315
1,2301,TIME,auctionToTask,38.202,0.35999999999999943
1,3301,TIME,auctionToTask,38.961,0.5060000000000002
1,2302,TIME,auctionToTask,39.147,1.0049999999999955
1,1301,TIME,auctionToTask,39.169,0.4609999999999985
1,4201,TIME,idleUponExecution,39.183,39.183
1,3302,TIME,auctionToTask,39.198,0.4540000000000006
1,1302,TIME,auctionToTask,39.447,0.4520000000000053
1,4301,TIME,auctionToTask,39.498,0.4519999999999982
1,4302,TIME,auctionToTask,39.696,0.35299999999999443
1,3301,TIME,auctionToTask,40.469,0.5080000000000027
1,2301,TIME,auctionToTask,40.469,1.267000000000003
1,2302,TIME,auctionToTask,40.649,0.5009999999999977
1,3302,TIME,auctionToTask,40.699,0.5009999999999977
1,1201,TIME,idleUponExecution,40.749,11.443000000000001
1,4301,TIME,auctionToTask,40.899,0.3999999999999986
1,4302,TIME,auctionToTask,41.197,0.5010000000000048
1,2202,DISTANCE,Task,41.197,40.205236566138666
1,2201,TIME,idleUponExecution,41.326,3.1610000000000014
1,4202,TIME,idleUponExecution,41.974,41.974
1,1202,TIME,idleUponExecution,42.309,5.1229999999999976
1,1301,TIME,auctionToTask,42.899,2.730000000000004
1,1302,TIME,auctionToTask,42.98,2.5319999999999965
1,2202,TIME,idleUponExecution,43.182,1.8850000000000051
1,2302,TIME,auctionToTask,43.886,2.237000000000002
1,2301,TIME,auctionToTask,43.898,2.4280000000000044
1,3201,DISTANCE,Task,44.406,39.23333416847749
1,2201,TIME,congestion,45.444,2.0
1,3201,TIME,idleUponExecution,46.168,1.661999999999999
1,4201,DISTANCE,Task,47.994,38.697139109630996
1,4201,TIME,idleUponExecution,49.191,1.0970000000000013
1,3301,TIME,auctionToTask,50.98,0.5060000000000002
1,3302,TIME,auctionToTask,51.287,0.5600000000000023
1,1301,TIME,auctionToTask,51.904,8.005000000000003
1,1201,DISTANCE,Task,55.333,79.38252022278259
1,301,ORESTATE,55.555,133.0
1,4202,DISTANCE,Task,55.599,70.45273849280892
1,301,ORESTATE,55.707,133.0
1,1202,DISTANCE,Task,55.726,66.11684095724327
1,301,ORESTATE,55.854,133.0
1,301,ORESTATE,55.951,133.0
1,302,ORESTATE,56.014,133.0
1,302,ORESTATE,56.156,133.0
1,302,ORESTATE,56.265,133.0
1,302,ORESTATE,56.355,133.0
1,4202,TIME,idleUponExecution,57.321,1.6219999999999999
1,2202,DISTANCE,Task,57.405,72.63985183578706
1,302,ORESTATE,57.523,141.0
1,302,ORESTATE,57.556,141.0
1,302,ORESTATE,57.767,141.0
1,302,ORESTATE,57.859,141.0
1,1201,TIME,idleUponExecution,58.167,2.733000000000004
1,2201,DISTANCE,Task,58.453,73.50724506906937
1,1202,TIME,idleUponExecution,58.455,2.628
1,2201,TIME,idleUponExecution,58.735,0.17999999999999972
1,4301,TIME,auctionToTask,58.935,8.002000000000002
1,301,ORESTATE,58.953,141.0
1,301,ORESTATE,59.067,141.0
1,301,ORESTATE,59.216,141.0
1,301,ORESTATE,59.287,141.0
1,4302,TIME,auctionToTask,59.288,8.044999999999995
1,3201,DISTANCE,Task,60.455,75.30668043693275
1,2202,TIME,idleUponExecution,60.599,3.093999999999994
1,1202,TIME,congestion,60.642,1.0
1,301,ORESTATE,60.866,149.0
1,1203,TIME,idleUponExecution,60.976,23.795
1,301,ORESTATE,61.074,149.0
1,301,ORESTATE,61.218,149.0
1,301,ORESTATE,61.288,149.0
1,2201,TIME,congestion,61.35,1.115
1,2202,TIME,congestion,62.932,1.0
1,3201,TIME,idleUponExecution,63.598,3.040999999999997
1,1201,TIME,congestion,63.729,4.013
1,1301,TIME,auctionToTask,63.954,8.049
1,1302,TIME,auctionToTask,64.004,8.023000000000003
1,4201,DISTANCE,Task,64.525,76.9521353573216
1,301,ORESTATE,64.724,157.0
1,301,ORESTATE,64.79,157.0
1,301,ORESTATE,64.869,157.0
1,301,ORESTATE,64.956,157.0
1,4201,TIME,idleUponExecution,66.606,1.9799999999999898
1,4302,TIME,auctionToTask,68.319,8.030000000000001
1,4202,DISTANCE,Task,69.689,66.1425433430945
1,302,ORESTATE,69.777,149.0
1,302,ORESTATE,70.035,149.0
1,302,ORESTATE,70.064,149.0
1,302,ORESTATE,70.171,149.0
1,4301,TIME,auctionToTask,71.977,8.041000000000004
1,1202,DISTANCE,Task,72.667,70.78949216438849
1,1302,TIME,auctionToTask,73.022,8.018
1,1203,DISTANCE,Task,73.223,66.1399901213173
1,2201,DISTANCE,Task,73.362,66.07935497492004
1,301,ORESTATE,73.376,165.0
1,4202,TIME,idleUponExecution,73.442,3.651999999999987
1,301,ORESTATE,73.463,165.0
1,301,ORESTATE,73.584,165.0
1,301,ORESTATE,73.732,165.0
1,2201,TIME,idleUponExecution,74.876,1.4140000000000015
1,1202,TIME,idleUponExecution,75.255,2.4869999999999948
1,2202,DISTANCE,Task,75.939,77.22143436551139
1,1201,DISTANCE,Task,76.734,76.64280367945871
1,1203,TIME,idleUponExecution,77.12,3.7970000000000113
1,3201,DISTANCE,Task,77.898,75.02679143956405
1,1201,TIME,idleUponExecution,78.005,1.168999999999997
1,2202,TIME,idleUponExecution,78.689,2.6489999999999867
1,4201,DISTANCE,Task,79.121,64.63015390784452
1,2302,TIME,auctionToTask,79.625,0.7039999999999935
1,1201,TIME,congestion,80.411,1.0
1,1203,TIME,congestion,80.45,2.003
1,3201,TIME,idleUponExecution,81.702,3.703000000000003
1,1301,TIME,auctionToTask,81.976,8.010999999999996
1,3302,TIME,auctionToTask,82.576,3.25
